"Txhash","Blockno","UnixTimestamp","DateTime","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0x0af9275d6bd2b294a21a06d3fda532e1e3830e0027605f08336ea38fe11cddeb","5308370","1681167797","2023-04-10 23:03:17","0x55c7fe832626839c32f3d30bb6537d53a06722cc","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.225494","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x327eb8bdfc2f91da57b4a8d52ef9115d44a4bf930e793af97bb948c84d55d311","5308399","1681167815","2023-04-10 23:03:35","0x422125476a8b5c696a0866c31c7d65a53d551c38","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.114347442355570141","$0.14","0xf823c3cd3cebe0a1fa952ba88dc9eef8e0bf46ad","Arbitrum","ARB",""
"0x25a14cf94fbbbc943df2e87b8dca22cb32e2e31c7f8be067f41af8a15c0bdf01","5404099","1681236061","2023-04-11 18:01:01","0x0935c90400d95fc6757d07904b9ba88a0b447012","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.010283","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0xa8772ca0b6698cc1097b42529f61988e2e77d7eb9f74909d15b83fe064fcda2c","5404106","1681236064","2023-04-11 18:01:04","0xaefcd0f8a1cbd231cecaa9bfd9ffb82a6eaaa462","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.345581","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0xa8772ca0b6698cc1097b42529f61988e2e77d7eb9f74909d15b83fe064fcda2c","5404106","1681236064","2023-04-11 18:01:04","0x8e3f0e695b11d694a7ee7ea5cc45e441c157e295","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.810292","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x7c1b07c9e86b3e579ee366ff161d4612edf3c22236a03310c598d373e9b06cfa","5404109","1681236065","2023-04-11 18:01:05","0x493496f63277008ac1722ceed5c36b29fcb2d820","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1.367837","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x0fd8dc9d0f29fa41ca01c0ff0617d3377e7a094574f68080725c1ec28af520c2","5404113","1681236066","2023-04-11 18:01:06","0x953bfcf51638b336f07dffd28ecfaef96711508c","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.198906","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0xd432c0913b3b1e881b42e92eacad6d97c4b3c9131e74a9cdbefa012e5071a8b4","5404117","1681236067","2023-04-11 18:01:07","0x016d9a478996396aac038c2f504963150f43c8b6","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.104683","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x0c3b6db22a25296a4ea1a27600375bbcbc7207e57e3ff2abd5cb8a6b7fc20cd5","5404125","1681236070","2023-04-11 18:01:10","0x9af9c34ae11ff3f67d5b203a2e47a58703360606","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1.503184","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x0c3b6db22a25296a4ea1a27600375bbcbc7207e57e3ff2abd5cb8a6b7fc20cd5","5404125","1681236070","2023-04-11 18:01:10","0x38fa5f8bcb88e04fea9881056379198f3d2d5a28","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1.503184","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x0c3b6db22a25296a4ea1a27600375bbcbc7207e57e3ff2abd5cb8a6b7fc20cd5","5404125","1681236070","2023-04-11 18:01:10","0x01c208f6fc0702de0370b80a77fe749b7eff6985","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1.503184","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x567ce16de29929676d528a2968e4e0e75faa8b6e2d6723e558a84ef38e17cf2a","5404127","1681236070","2023-04-11 18:01:10","0x667d5ea79fd770b5f8b5c8ac97cfd302d1e2a284","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1.503184","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x567ce16de29929676d528a2968e4e0e75faa8b6e2d6723e558a84ef38e17cf2a","5404127","1681236070","2023-04-11 18:01:10","0x2ede9c4ddce76d6cf995c89802455e77e687aadd","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1.502071","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0xccd3b480117fb1f058beb6e48d662925328f762087a087da6b1b77a771b69c26","5407242","1681237200","2023-04-11 18:20:00","0xcd5f705fb26400966142f662a28591fd551c61a1","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.00020490188208336","N/A","0xda10009cbd5d07dd0cecc66161fc93d7c9000da1","Dai Stablecoin","DAI",""
"0xc8ceadc48bb85374f2fb2eb493784572e0dffe87e2c92a1bdb8242687f8f7984","5407243","1681237201","2023-04-11 18:20:01","0x10e1c3fea111d8327d42bff0fd6de51a20b1cf30","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.000262","N/A","0x52484e1ab2e2b22420a25c20fa49e173a26202cd","Tether USD","USDT",""
"0x2d95bb31e6d9419086485f523a7269c7109ee204c2b66a6d88e930ffb6e2bd71","5441621","1681264706","2023-04-12 01:58:26","0x971db54a4bb5f3870c3034c4c3c570497034aaed","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","3.778465","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x3ae4b4628c7008e1d1d385b4f7a64ce3ff6e9d143e1f954b0f84441d35cb2bd0","5496136","1681304332","2023-04-12 12:58:52","0xa6af0479e3e3ebeeaba50bc1b8e7c39c3ac6d063","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","205.914229","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x91054ba5a03a0e6e0ffbb8b876c89266aa4f75b121d4b8fc6a0c398b33cadbcd","5502031","1681306730","2023-04-12 13:38:50","0xa6af0479e3e3ebeeaba50bc1b8e7c39c3ac6d063","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","1.876295","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x4dcbff7f45d9b4f956c096b8352f7056e01672c520a7281d07eec12a778e2117","5590799","1681367792","2023-04-13 06:36:32","0xb3a4e8ade7ee18ca770cbfb61cc8b2a5b75c9fa9","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","5.572302","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0xe33eef9f466305ecdbc32603b54f32a97e062b81323053089048e6af6b9b492a","5591349","1681368287","2023-04-13 06:44:47","0xb3a4e8ade7ee18ca770cbfb61cc8b2a5b75c9fa9","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","3.816246","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x52e969dd07e912f92817fab0c22b7dfe4f8007c11c5bed90c665691ecd51732a","5591473","1681368435","2023-04-13 06:47:15","0xb3a4e8ade7ee18ca770cbfb61cc8b2a5b75c9fa9","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.95136","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x1bb9fc101788cbec2fbb3ea31ef2fc258745a7f80aa3de866cf0087d886d7e8f","5630134","1681390428","2023-04-13 12:53:48","0xb3a4e8ade7ee18ca770cbfb61cc8b2a5b75c9fa9","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.59335","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x3768651d3b770e8e17ef79f7937bcb8549ebc131ce4654ee27db87a7408c3f61","5652487","1681403190","2023-04-13 16:26:30","0x711a1d62b89b8da1a182673eaa08aef16e2db136","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","9.922227","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x89f00f2b86a00f95a9ce302f621abe11ce165d308a902e0f0b809e7204ed812e","5652571","1681403286","2023-04-13 16:28:06","0x711a1d62b89b8da1a182673eaa08aef16e2db136","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","9.92207","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x2953d61c338a0d8e7c57eae9412dea7232617417430fec395f1fd95aeb61ffb1","5759141","1681495807","2023-04-14 18:10:07","0xf3bfdd95f63901f718537aa9dc058fdae2e9c472","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","85.287144","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x833f22a793b129a808aeb5f2e5d099f5a062254101c00aaf9bbdfea952a121b8","5759459","1681496087","2023-04-14 18:14:47","0xb81bb73632c64c69616cddd289f5da64a99495b5","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","2.072151","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0xa0a14d7d08ac6fc1d98398a1765e4883a8070b1ce1fd8f56e4b4d10604e771ba","5761105","1681497703","2023-04-14 18:41:43","0x57ab819f4ccfa96c248dce35e3d9613d1248d5bc","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","0.414036","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
"0x9616a53a9efc9ca2be84d3c8a487b142fd5d9c8a4217e372da6b4328085a814c","5761135","1681497727","2023-04-14 18:42:07","0xd705c025fb3ea424ee8c6d813325bca417476402","0x74ebb8e8d0b0cc65f06040eb0f77b5da0e33ffee","3","N/A","0x750ba8b76187092b0d1e87e28daaf484d1b5273b","USD Coin","USDC",""
